Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business,Prime Vendor Match,Sub Vendor Match
CT185020248809640,yes,Prime Vendor,XBR INC,Non-M/WBE,Weeksville Historical Hunterfly Houses Restoration - Contrac,2536000.0,2536000.0,229892.0,9/4/2024,2/27/2026,7/15/2024,No ,No ,Department of Design and Construction,1015879322.0,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0018001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,XBR INC,Not Applicable
CT185020248809640,yes,Sub Vendor,XBR INC,Non-M/WBE,Weeksville Historical Hunterfly Houses Restoration - Contrac,0.0,0.0,0.0,9/4/2024,2/27/2026,7/15/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0018001,,0,0,MAVI INC,Hispanic American,Painting & Carpentry,ACCO Reviewing Subcontract,Construction Services,259000.0,259000.0,0.0,3/20/2025,11/19/2025,005,No ,No ,XBR INC,MAVI INC
CT185020248809640,yes,Sub Vendor,XBR INC,Non-M/WBE,Weeksville Historical Hunterfly Houses Restoration - Contrac,0.0,0.0,0.0,9/4/2024,2/27/2026,7/15/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0018001,,0,0,ESSENTIAL RESTORATION INC,Hispanic American,Asbestos Abatement,No Subcontract Payments Submitted,Construction Services,18000.0,18000.0,0.0,11/22/2024,12/2/2025,004,Yes,No ,XBR INC,ESSENTIAL RESTORATION INC
CT185020248809634,no,Prime Vendor,DOCTOR POWER COOLING  HEATING INC,Asian American,Weeksville Historical Hunterfly Houses Restoration - Contrac,230000.0,230000.0,0.0,9/18/2024,3/12/2026,7/19/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023I0005001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,DOCTOR POWER COOLING  HEATING INC,Not Applicable
CT185020248809628,yes,Prime Vendor,STALCO CONSTRUCTION INC,Non-M/WBE,Complete interior renovation of the existing library,6100000.0,6100000.0,460584.0,6/30/2024,12/22/2025,7/12/2024,No ,No ,Department of Design and Construction,1015591311.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0067001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,STALCO CONSTRUCTION INC,Not Applicable
CT185020248809628,yes,Sub Vendor,STALCO CONSTRUCTION INC,Non-M/WBE,Complete interior renovation of the existing library,0.0,0.0,0.0,6/30/2024,12/22/2025,7/12/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0067001,,0,0,ELLI NY DESIGN CORP,Hispanic American,Woodwork,ACCO Reviewing Subcontract,Construction Services,290000.0,290000.0,0.0,12/23/2024,12/22/2025,018,Yes,No ,STALCO CONSTRUCTION INC,ELLI NY DESIGN CORP
CT185020248809628,yes,Sub Vendor,STALCO CONSTRUCTION INC,Non-M/WBE,Complete interior renovation of the existing library,0.0,0.0,0.0,6/30/2024,12/22/2025,7/12/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0067001,,0,0,UPPER RESTORATION INC,Non-M/WBE,Demolition & Asbestos,No Subcontract Payments Submitted,Construction Services,248400.0,248400.0,0.0,11/25/2024,12/22/2025,016,No ,No ,STALCO CONSTRUCTION INC,UPPER RESTORATION INC
CT185020248809628,yes,Sub Vendor,STALCO CONSTRUCTION INC,Non-M/WBE,Complete interior renovation of the existing library,0.0,0.0,0.0,6/30/2024,12/22/2025,7/12/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0067001,,0,0,MACCARONE PLUMBING,Non-M/WBE,Plumbing,No Subcontract Payments Submitted,Construction Services,78500.0,78500.0,0.0,12/2/2024,12/22/2025,017,No ,No ,STALCO CONSTRUCTION INC,MACCARONE PLUMBING INC
CT185020248809628,yes,Sub Vendor,STALCO CONSTRUCTION INC,Non-M/WBE,Complete interior renovation of the existing library,0.0,0.0,0.0,6/30/2024,12/22/2025,7/12/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0067001,,0,0,EAST PORT EXCAV INC,Non-M/WBE,"Excavation, Backfill & Concrete",No Subcontract Payments Submitted,Construction Services,117000.0,117000.0,0.0,11/4/2024,12/22/2025,011,No ,No ,STALCO CONSTRUCTION INC,EAST PORT EXCAV INC
CT185020248809628,yes,Sub Vendor,STALCO CONSTRUCTION INC,Non-M/WBE,Complete interior renovation of the existing library,0.0,0.0,0.0,6/30/2024,12/22/2025,7/12/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0067001,,0,0,KINGS SECURITY SERVICES INC,Black American,Security Services,No Subcontract Payments Submitted,Construction Services,250000.0,250000.0,0.0,11/4/2024,12/22/2025,014,No ,No ,STALCO CONSTRUCTION INC,KINGS SECURITY SERVICES INC
CT185020248809628,yes,Sub Vendor,STALCO CONSTRUCTION INC,Non-M/WBE,Complete interior renovation of the existing library,0.0,0.0,0.0,6/30/2024,12/22/2025,7/12/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0067001,,0,0,AMG DEMOLITION INC,Women (Non-Minority),Demolition & Removals,ACCO Rejected Subcontract,Construction Services,208000.0,208000.0,0.0,11/4/2024,12/22/2025,013,Yes,No ,STALCO CONSTRUCTION INC,AMG DEMOLITION INC
CT185020248809628,yes,Sub Vendor,STALCO CONSTRUCTION INC,Non-M/WBE,Complete interior renovation of the existing library,0.0,0.0,0.0,6/30/2024,12/22/2025,7/12/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0067001,,0,0,OM ELECTRICAL CONTRACTING SERVICES CORP,Black American,Electric & Fire Alarm,No Subcontract Payments Submitted,Construction Services,727600.0,727600.0,0.0,11/4/2024,12/22/2025,012,No ,No ,STALCO CONSTRUCTION INC,OM ELECTRICAL CONTRACTING SERVICES CORP
CT185020248809628,yes,Sub Vendor,STALCO CONSTRUCTION INC,Non-M/WBE,Complete interior renovation of the existing library,0.0,0.0,0.0,6/30/2024,12/22/2025,7/12/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0067001,,0,0,SHONA MECHANICAL INC,Non-M/WBE,HVAC,No Subcontract Payments Submitted,Construction Services,710000.0,710000.0,0.0,11/1/2024,12/22/2025,002,No ,No ,STALCO CONSTRUCTION INC,SHONA MECHANICAL INC
CT185020248809581,yes,Prime Vendor,CAG CONSTRUCTION CORP,Hispanic American,"Installation of Sidewalks, Adjacent Curbs & Pedestrian Ramps",1382525.28,1382525.28,0.0,6/30/2024,12/27/2025,7/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,IOTB CONSTRUCTION,Construction Services,85024I0009001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,CAG CONSTRUCTION CORP,Not Applicable
CT185020248809581,yes,Sub Vendor,CAG CONSTRUCTION CORP,Hispanic American,"Installation of Sidewalks, Adjacent Curbs & Pedestrian Ramps",0.0,0.0,0.0,6/30/2024,12/27/2025,7/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,IOTB CONSTRUCTION,Construction Services,85024I0009001,,0,0,GREEN EARTH LAND IMPROVEMENT INC,Black American,Crossing Guards,ACCO Reviewing Subcontract,Construction Services,10050.0,10050.0,0.0,2/13/2025,12/1/2025,011,No ,No ,CAG CONSTRUCTION CORP,GREEN EARTH LAND IMPROVEMENT INC
CT185020248809581,yes,Sub Vendor,CAG CONSTRUCTION CORP,Hispanic American,"Installation of Sidewalks, Adjacent Curbs & Pedestrian Ramps",0.0,0.0,0.0,6/30/2024,12/27/2025,7/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,IOTB CONSTRUCTION,Construction Services,85024I0009001,,0,0,MC TREE CONSULTING LLC,Women (Non-Minority),Arborist,ACCO Reviewing Subcontract,Construction Services,8190.0,8190.0,0.0,2/11/2025,6/30/2025,009,Yes,No ,CAG CONSTRUCTION CORP,MC TREE CONSULTING LLC
CT185020248809581,yes,Sub Vendor,CAG CONSTRUCTION CORP,Hispanic American,"Installation of Sidewalks, Adjacent Curbs & Pedestrian Ramps",0.0,0.0,0.0,6/30/2024,12/27/2025,7/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,IOTB CONSTRUCTION,Construction Services,85024I0009001,,0,0,UNITED PAVEMENT MARKING,Non-M/WBE,Line Striping,No Subcontract Payments Submitted,Construction Services,18100.0,18100.0,0.0,11/7/2024,11/7/2025,007,No ,No ,CAG CONSTRUCTION CORP,UNITED PAVEMENT MARKING INC
CT185020248809581,yes,Sub Vendor,CAG CONSTRUCTION CORP,Hispanic American,"Installation of Sidewalks, Adjacent Curbs & Pedestrian Ramps",0.0,0.0,0.0,6/30/2024,12/27/2025,7/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,IOTB CONSTRUCTION,Construction Services,85024I0009001,,0,0,SBN ENTERPRISE INC,Black American,Trucking,No Subcontract Payments Submitted,Construction Services,48000.0,48000.0,0.0,11/7/2024,11/7/2025,003,No ,No ,CAG CONSTRUCTION CORP,SBN ENTERPRISE INC
CT185020248809581,yes,Sub Vendor,CAG CONSTRUCTION CORP,Hispanic American,"Installation of Sidewalks, Adjacent Curbs & Pedestrian Ramps",0.0,0.0,0.0,6/30/2024,12/27/2025,7/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,IOTB CONSTRUCTION,Construction Services,85024I0009001,,0,0,SBN ENTERPRISE INC,Asian American,Trucking,No Subcontract Payments Submitted,Construction Services,48000.0,48000.0,0.0,11/7/2024,11/7/2025,003,No ,No ,CAG CONSTRUCTION CORP,SBN ENTERPRISE INC
CT185020248809581,yes,Sub Vendor,CAG CONSTRUCTION CORP,Hispanic American,"Installation of Sidewalks, Adjacent Curbs & Pedestrian Ramps",0.0,0.0,0.0,6/30/2024,12/27/2025,7/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,IOTB CONSTRUCTION,Construction Services,85024I0009001,,0,0,FAMILY TREE SERVICE INC,Women (Non-Minority),Landscaping,No Subcontract Payments Submitted,Construction Services,32445.0,32445.0,0.0,11/7/2024,11/7/2025,001,Yes,No ,CAG CONSTRUCTION CORP,FAMILY TREE SERVICE INC
CT185020248809459,no,Prime Vendor,MFM CONTRACTING CORP,Non-M/WBE,"Installation of Complex Pedestrian Ramps, Manhattan",20941794.0,20941794.0,0.0,3/17/2024,6/14/2027,7/12/2024,No ,No ,Department of Design and Construction,1015919710.0,3,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85024B0019001,8502023HW0014C,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,MFM CONTRACTING CORP,Not Applicable
CT185020248809339,yes,Sub Vendor,TRANSFORMATIVE REFORM GROUP LLC,Non-M/WBE,"BBJ-XFAC, Design Build, Construction of BBJ -Bronx Facility",0.0,0.0,0.0,8/15/2024,11/1/2031,7/12/2024,No ,No ,Department of Design and Construction,,2,-,DESIGN BUILD,INNOVATIVE PROCUREMENT,DESIGN-BUILD: BUILDINGS,Human Services,85024I8007KXL,,0,0,URBAN FOUNDATION ENGINEERING,Non-M/WBE,Gravel and filter for staging area and stabilized construction entrance,No Subcontract Payments Submitted,Construction Services,412970.0,412970.0,0.0,8/15/2024,7/18/2026,004,No ,No ,TRANSFORMATIVE REFORM GROUP LLC,URBAN FOUNDATIONENGINEERING LLC
CT185020248809339,yes,Sub Vendor,TRANSFORMATIVE REFORM GROUP LLC,Non-M/WBE,"BBJ-XFAC, Design Build, Construction of BBJ -Bronx Facility",0.0,0.0,0.0,8/15/2024,11/1/2031,7/12/2024,No ,No ,Department of Design and Construction,,2,-,DESIGN BUILD,INNOVATIVE PROCUREMENT,DESIGN-BUILD: BUILDINGS,Human Services,85024I8007KXL,,0,0,VERDE ELECTRIC CORP,Non-M/WBE,Temporary Electric,No Subcontract Payments Submitted,Construction Services,84500.0,84500.0,0.0,8/15/2024,7/18/2026,005,No ,No ,TRANSFORMATIVE REFORM GROUP LLC,VERDE ELECTRIC CORP
CT185020248809269,yes,Prime Vendor,SEGA CONTRACTING CORP,Asian American,Bellevue Men's Shelter Partial East Facade Restoration and W,835899.06,835899.06,0.0,8/6/2024,2/2/2025,7/22/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023I0010001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,SIG CONTRACTING CORP,Not Applicable
CT185020248809269,yes,Sub Vendor,SEGA CONTRACTING CORP,Asian American,Bellevue Men's Shelter Partial East Facade Restoration and W,0.0,0.0,0.0,8/6/2024,2/2/2025,7/22/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023I0010001,,0,0,EMPIRE CONTROL ABATEMENT INC,Women (Non-Minority),Asbestos,No Subcontract Payments Submitted,Construction Services,92000.0,92000.0,0.0,8/8/2024,2/2/2025,001,Yes,No ,SIG CONTRACTING CORP,EMPIRE CONTROL ABATEMENT INC
CT185020248809260,yes,Prime Vendor,KW TECH CORP,Black American,FLUSHING LIBRARY REPLACEMENT OF GENERATOR DAY TANK,1468650.0,1468650.0,23315.0,6/30/2024,6/20/2026,7/15/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023I0017001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,KW TECH CORP,Not Applicable
CT185020248809260,yes,Sub Vendor,KW TECH CORP,Black American,FLUSHING LIBRARY REPLACEMENT OF GENERATOR DAY TANK,0.0,0.0,0.0,6/30/2024,6/20/2026,7/15/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023I0017001,,0,0,TRINCHESE IRON WORKS AND CONSTRUCTION INC,Non-M/WBE,Steel Support Work,No Subcontract Payments Submitted,Construction Services,85000.0,85000.0,0.0,7/18/2024,6/20/2026,004,No ,No ,KW TECH CORP,TRINCHESE IRON WORKS  CONSTRUCTION INC
CT185020248809260,yes,Sub Vendor,KW TECH CORP,Black American,FLUSHING LIBRARY REPLACEMENT OF GENERATOR DAY TANK,0.0,0.0,0.0,6/30/2024,6/20/2026,7/15/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023I0017001,,0,0,ALL VOLTS ELECTRICAL INC,Black American,"ATS Replacement, Wiring & Terminations",No Subcontract Payments Submitted,Construction Services,238000.0,238000.0,0.0,7/18/2024,6/20/2026,001,No ,No ,KW TECH CORP,ALL VOLTS ELECTRICAL INC
CT185020248809260,yes,Sub Vendor,KW TECH CORP,Black American,FLUSHING LIBRARY REPLACEMENT OF GENERATOR DAY TANK,0.0,0.0,0.0,6/30/2024,6/20/2026,7/15/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,INNOVATIVE PROCUREMENT,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023I0017001,,0,0,SM MECHANICAL CORP,Black American,"Welding of oil containment pipe, Fuel oil PIP",No Subcontract Payments Submitted,Construction Services,165000.0,165000.0,0.0,7/18/2024,6/20/2026,002,No ,No ,KW TECH CORP,S  M MECHANICAL CORP
CT185020248809100,yes,Prime Vendor,INTER LAPERUTA JV,Non-M/WBE,RECONSTRUCTION OF SEGMENTS OF HUGUENOT AVENUE/ SWAIM AVENUE,3337455.84,3337455.84,153009.5,10/21/2024,10/20/2025,7/2/2024,No ,No ,Department of Design and Construction,1015680659.0,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0016001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,INTER LAPERUTA JV,Not Applicable
CT185020248809100,yes,Sub Vendor,INTER LAPERUTA JV,Non-M/WBE,RECONSTRUCTION OF SEGMENTS OF HUGUENOT AVENUE/ SWAIM AVENUE,0.0,0.0,0.0,10/21/2024,10/20/2025,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0016001,,0,0,ENTECH INFRASTRUCTURE LLC,Non-M/WBE,CCTV Inspection,No Subcontract Payments Submitted,Construction Services,3950.0,3950.0,0.0,12/2/2024,10/20/2025,017,No ,No ,INTER LAPERUTA JV,ENTECH INFRASTRUCTURE LLC
CT185020248809100,yes,Sub Vendor,INTER LAPERUTA JV,Non-M/WBE,RECONSTRUCTION OF SEGMENTS OF HUGUENOT AVENUE/ SWAIM AVENUE,0.0,0.0,0.0,10/21/2024,10/20/2025,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0016001,,0,0,ALLSTARS SECURITY  PROTECTIVE SERVICES,Black American,Crossing Guards,ACCO Reviewing Subcontract,Construction Services,46719.0,46719.0,0.0,11/1/2024,10/20/2025,016,No ,No ,INTER LAPERUTA JV,ALLSTARS SECURITY  PROTECTIVE SERVICES INC
CT185020248809100,yes,Sub Vendor,INTER LAPERUTA JV,Non-M/WBE,RECONSTRUCTION OF SEGMENTS OF HUGUENOT AVENUE/ SWAIM AVENUE,0.0,0.0,0.0,10/21/2024,10/20/2025,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0016001,,0,0,TONAGE INC,Black American,"Fabricate, Supply, Detail, Assemble & Install Reinforcing Bars",No Subcontract Payments Submitted,Construction Services,14500.0,14500.0,0.0,10/21/2024,10/20/2025,014,No ,No ,INTER LAPERUTA JV,TONAGE INC
CT185020248809100,yes,Sub Vendor,INTER LAPERUTA JV,Non-M/WBE,RECONSTRUCTION OF SEGMENTS OF HUGUENOT AVENUE/ SWAIM AVENUE,0.0,0.0,0.0,10/21/2024,10/20/2025,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0016001,,0,0,PRESTIGE FENCING INC,Hispanic American,Install Beam Type Guide Rail & Pipe Rail,No Subcontract Payments Submitted,Construction Services,79500.0,79500.0,0.0,10/21/2024,10/20/2025,013,No ,No ,INTER LAPERUTA JV,PRESTIGE FENCING INC
CT185020248809100,yes,Sub Vendor,INTER LAPERUTA JV,Non-M/WBE,RECONSTRUCTION OF SEGMENTS OF HUGUENOT AVENUE/ SWAIM AVENUE,0.0,0.0,0.0,10/21/2024,10/20/2025,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0016001,,0,0,SOIL SOLUTIONS INC,Non-M/WBE,Supply & Install Sheet Pile Walls,No Subcontract Payments Submitted,Construction Services,363500.0,363500.0,0.0,10/21/2024,10/20/2025,012,No ,No ,INTER LAPERUTA JV,SOIL SOLUTIONS INC
CT185020248809100,yes,Sub Vendor,INTER LAPERUTA JV,Non-M/WBE,RECONSTRUCTION OF SEGMENTS OF HUGUENOT AVENUE/ SWAIM AVENUE,0.0,0.0,0.0,10/21/2024,10/20/2025,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0016001,,0,0,FAMILY TREE SERVICE INC,Women (Non-Minority),"Tree Removal, Tree Pruning, Landscaping",No Subcontract Payments Submitted,Construction Services,195891.0,195891.0,0.0,10/21/2024,10/20/2025,007,Yes,No ,INTER LAPERUTA JV,FAMILY TREE SERVICE INC
CT185020248809100,yes,Sub Vendor,INTER LAPERUTA JV,Non-M/WBE,RECONSTRUCTION OF SEGMENTS OF HUGUENOT AVENUE/ SWAIM AVENUE,0.0,0.0,0.0,10/21/2024,10/20/2025,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0016001,,0,0,GEI CONSULTANTS INC,Non-M/WBE,Restoration Specialist / Construction Monitor,No Subcontract Payments Submitted,Construction Services,54200.0,54200.0,0.0,10/21/2024,10/20/2025,006,No ,No ,INTER LAPERUTA JV,GEI CONSULTANTS INC
CT185020248809100,yes,Sub Vendor,INTER LAPERUTA JV,Non-M/WBE,RECONSTRUCTION OF SEGMENTS OF HUGUENOT AVENUE/ SWAIM AVENUE,0.0,0.0,0.0,10/21/2024,10/20/2025,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0016001,,0,0,MC TREE CONSULTING LLC,Women (Non-Minority),Tree Consultant,No Subcontract Payments Submitted,Construction Services,18000.0,18000.0,0.0,10/21/2024,10/20/2025,004,Yes,No ,INTER LAPERUTA JV,MC TREE CONSULTING LLC
CT185020248808854,yes,Prime Vendor,VALES CONSTRUCTION CORPORATION,Hispanic American,REHABILITATION OF STANDARD PEDESTRIAN RAMPS AT DESIGNATED LO,16261334.0,16261334.0,4670125.29,8/26/2024,8/25/2026,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,85024B0012001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,UA CONSTRUCTION CORPORATION,Not Applicable
CT185020248808708,yes,Prime Vendor,HUICATAO CORP,Asian American,REPLACEMENT OF DISTRIBUTION WATER MAINS IN VARIOUS LOCATIONS,16856838.0,16856838.0,0.0,12/2/2024,12/1/2026,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0053001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,HUICATAO CORP,Not Applicable
CT185020248808708,yes,Sub Vendor,HUICATAO CORP,Asian American,REPLACEMENT OF DISTRIBUTION WATER MAINS IN VARIOUS LOCATIONS,0.0,0.0,0.0,12/2/2024,12/1/2026,7/2/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0053001,,0,0,VALLEY TREE  LANDSCAPE SERVICE INC,Women (Non-Minority),Tree Service,ACCO Reviewing Subcontract,Construction Services,125000.0,125000.0,0.0,1/2/2025,12/1/2026,009,Yes,No ,HUICATAO CORP,VALLEY TREE  LANDSCAPE SERVICE INC
CT185020248808702,no,Prime Vendor,BOVE INDUSTRIES INC,Non-M/WBE,Gateway Site Improvements,10375000.0,10375000.0,0.0,6/30/2024,12/27/2025,6/25/2024,No ,No ,Department of Design and Construction,1015569639.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0054001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,BOVE INDUSTRIES INC,Not Applicable
